704d491c155aad996f16377a35732cb4,T1497.001,-1
704d491c155aad996f16377a35732cb4,T1057,-1
704d491c155aad996f16377a35732cb4,T1016,-1
704d491c155aad996f16377a35732cb4,T1083,-1
704d491c155aad996f16377a35732cb4,T1082,-1
704d491c155aad996f16377a35732cb4,T1518,-1
704d491c155aad996f16377a35732cb4,T1071,-1
704d491c155aad996f16377a35732cb4,T1571,-1
704d491c155aad996f16377a35732cb4,T1573,-1
704d491c155aad996f16377a35732cb4,T1129,-1
704d491c155aad996f16377a35732cb4,T1113,-1
704d491c155aad996f16377a35732cb4,T1497.001,5
704d491c155aad996f16377a35732cb4,T1027,5
704d491c155aad996f16377a35732cb4,T1070.006,1
1c53e7269fe9d84c6df0a25ba59b822c,T1082,-1
1c53e7269fe9d84c6df0a25ba59b822c,T1218.011,5
1c53e7269fe9d84c6df0a25ba59b822c,T1027.005,5
1c53e7269fe9d84c6df0a25ba59b822c,T1027,5
1c53e7269fe9d84c6df0a25ba59b822c,T1055,5
1c53e7269fe9d84c6df0a25ba59b822c,T1055,-1
1c53e7269fe9d84c6df0a25ba59b822c,T1129,-1
ef9db20ab0eebf0b7c55af4ec0b7bced,T1497,-1
ef9db20ab0eebf0b7c55af4ec0b7bced,T1082,-1
ef9db20ab0eebf0b7c55af4ec0b7bced,T1016,-1
ef9db20ab0eebf0b7c55af4ec0b7bced,T1573,-1
ef9db20ab0eebf0b7c55af4ec0b7bced,T1071,-1
ef9db20ab0eebf0b7c55af4ec0b7bced,T1497,5
ef9db20ab0eebf0b7c55af4ec0b7bced,T1005,-1
77b50bb476a85a7aa30c962a389838aa,T1016,-1
77b50bb476a85a7aa30c962a389838aa,T1083,-1
77b50bb476a85a7aa30c962a389838aa,T1497,-1
77b50bb476a85a7aa30c962a389838aa,T1124,-1
77b50bb476a85a7aa30c962a389838aa,T1082,-1
77b50bb476a85a7aa30c962a389838aa,T1095,-1
77b50bb476a85a7aa30c962a389838aa,T1071,-1
77b50bb476a85a7aa30c962a389838aa,T1573,-1
77b50bb476a85a7aa30c962a389838aa,T1027.005,5
77b50bb476a85a7aa30c962a389838aa,T1497,5
77b50bb476a85a7aa30c962a389838aa,T1027,5
77b50bb476a85a7aa30c962a389838aa,T1005,-1
77b50bb476a85a7aa30c962a389838aa,T1129,-1
ca67f84d5a4ac1459934128442c53b03,T1497.001,-1
