MD5,Tactic_ID,Mitre_ID,Tactic,Hash,DATE
d2da675a8adfef9d0c146154084fff62,TA0009,T1056,Collection,f8f7720785f7e75bd6407ac2acd63f90ab6c2907d3619162dc41a8ffa40a5d03,2019-10-31
d2da675a8adfef9d0c146154084fff62,TA0009,T1005,Collection,f8f7720785f7e75bd6407ac2acd63f90ab6c2907d3619162dc41a8ffa40a5d03,2019-10-31
d2da675a8adfef9d0c146154084fff62,TA0008,T1091,Lateral Movement,f8f7720785f7e75bd6407ac2acd63f90ab6c2907d3619162dc41a8ffa40a5d03,2019-10-31
d2da675a8adfef9d0c146154084fff62,TA0001,T1091,Lateral Movement,f8f7720785f7e75bd6407ac2acd63f90ab6c2907d3619162dc41a8ffa40a5d03,2019-10-31
d2da675a8adfef9d0c146154084fff62,TA0007,T1497.001,Discovery,f8f7720785f7e75bd6407ac2acd63f90ab6c2907d3619162dc41a8ffa40a5d03,2019-10-31
d2da675a8adfef9d0c146154084fff62,TA0007,T1124,Discovery,f8f7720785f7e75bd6407ac2acd63f90ab6c2907d3619162dc41a8ffa40a5d03,2019-10-31
d2da675a8adfef9d0c146154084fff62,TA0007,T1033,Discovery,f8f7720785f7e75bd6407ac2acd63f90ab6c2907d3619162dc41a8ffa40a5d03,2019-10-31
d2da675a8adfef9d0c146154084fff62,TA0007,T1087.001,Discovery,f8f7720785f7e75bd6407ac2acd63f90ab6c2907d3619162dc41a8ffa40a5d03,2019-10-31
d2da675a8adfef9d0c146154084fff62,TA0007,T1016,Discovery,f8f7720785f7e75bd6407ac2acd63f90ab6c2907d3619162dc41a8ffa40a5d03,2019-10-31
d2da675a8adfef9d0c146154084fff62,TA0007,T1083,Discovery,f8f7720785f7e75bd6407ac2acd63f90ab6c2907d3619162dc41a8ffa40a5d03,2019-10-31
d2da675a8adfef9d0c146154084fff62,TA0007,T1497,Discovery,f8f7720785f7e75bd6407ac2acd63f90ab6c2907d3619162dc41a8ffa40a5d03,2019-10-31
d2da675a8adfef9d0c146154084fff62,TA0007,T1518.001,Discovery,f8f7720785f7e75bd6407ac2acd63f90ab6c2907d3619162dc41a8ffa40a5d03,2019-10-31
d2da675a8adfef9d0c146154084fff62,TA0007,T1120,Discovery,f8f7720785f7e75bd6407ac2acd63f90ab6c2907d3619162dc41a8ffa40a5d03,2019-10-31
d2da675a8adfef9d0c146154084fff62,TA0007,T1082,Discovery,f8f7720785f7e75bd6407ac2acd63f90ab6c2907d3619162dc41a8ffa40a5d03,2019-10-31
d2da675a8adfef9d0c146154084fff62,TA0011,T1071,Command and Control,f8f7720785f7e75bd6407ac2acd63f90ab6c2907d3619162dc41a8ffa40a5d03,2019-10-31
d2da675a8adfef9d0c146154084fff62,TA0011,T1573,Command and Control,f8f7720785f7e75bd6407ac2acd63f90ab6c2907d3619162dc41a8ffa40a5d03,2019-10-31
d2da675a8adfef9d0c146154084fff62,TA0005,T1497.001,Discovery,f8f7720785f7e75bd6407ac2acd63f90ab6c2907d3619162dc41a8ffa40a5d03,2019-10-31
d2da675a8adfef9d0c146154084fff62,TA0005,T1027.005,Defense Evasion,f8f7720785f7e75bd6407ac2acd63f90ab6c2907d3619162dc41a8ffa40a5d03,2019-10-31
d2da675a8adfef9d0c146154084fff62,TA0005,T1027,Defense Evasion,f8f7720785f7e75bd6407ac2acd63f90ab6c2907d3619162dc41a8ffa40a5d03,2019-10-31
d2da675a8adfef9d0c146154084fff62,TA0005,T1112,Defense Evasion,f8f7720785f7e75bd6407ac2acd63f90ab6c2907d3619162dc41a8ffa40a5d03,2019-10-31
d2da675a8adfef9d0c146154084fff62,TA0005,T1497,Discovery,f8f7720785f7e75bd6407ac2acd63f90ab6c2907d3619162dc41a8ffa40a5d03,2019-10-31
d2da675a8adfef9d0c146154084fff62,TA0006,T1056,Collection,f8f7720785f7e75bd6407ac2acd63f90ab6c2907d3619162dc41a8ffa40a5d03,2019-10-31
d2da675a8adfef9d0c146154084fff62,TA0002,T1129,Execution,f8f7720785f7e75bd6407ac2acd63f90ab6c2907d3619162dc41a8ffa40a5d03,2019-10-31
f315be41d9765d69ad60f0b4d29e4300,TA0009,T1056,Collection,fe43bc385b30796f5e2d94dfa720903c70e66bc91dfdcfb2f3986a1fea3fe8c5,2019-10-31
f315be41d9765d69ad60f0b4d29e4300,TA0009,T1005,Collection,fe43bc385b30796f5e2d94dfa720903c70e66bc91dfdcfb2f3986a1fea3fe8c5,2019-10-31
f315be41d9765d69ad60f0b4d29e4300,TA0008,T1091,Lateral Movement,fe43bc385b30796f5e2d94dfa720903c70e66bc91dfdcfb2f3986a1fea3fe8c5,2019-10-31
f315be41d9765d69ad60f0b4d29e4300,TA0001,T1091,Lateral Movement,fe43bc385b30796f5e2d94dfa720903c70e66bc91dfdcfb2f3986a1fea3fe8c5,2019-10-31
f315be41d9765d69ad60f0b4d29e4300,TA0007,T1497.001,Discovery,fe43bc385b30796f5e2d94dfa720903c70e66bc91dfdcfb2f3986a1fea3fe8c5,2019-10-31
f315be41d9765d69ad60f0b4d29e4300,TA0007,T1033,Discovery,fe43bc385b30796f5e2d94dfa720903c70e66bc91dfdcfb2f3986a1fea3fe8c5,2019-10-31
f315be41d9765d69ad60f0b4d29e4300,TA0007,T1087.001,Discovery,fe43bc385b30796f5e2d94dfa720903c70e66bc91dfdcfb2f3986a1fea3fe8c5,2019-10-31
f315be41d9765d69ad60f0b4d29e4300,TA0007,T1016,Discovery,fe43bc385b30796f5e2d94dfa720903c70e66bc91dfdcfb2f3986a1fea3fe8c5,2019-10-31
f315be41d9765d69ad60f0b4d29e4300,TA0007,T1083,Discovery,fe43bc385b30796f5e2d94dfa720903c70e66bc91dfdcfb2f3986a1fea3fe8c5,2019-10-31
f315be41d9765d69ad60f0b4d29e4300,TA0007,T1497,Discovery,fe43bc385b30796f5e2d94dfa720903c70e66bc91dfdcfb2f3986a1fea3fe8c5,2019-10-31
f315be41d9765d69ad60f0b4d29e4300,TA0007,T1518.001,Discovery,fe43bc385b30796f5e2d94dfa720903c70e66bc91dfdcfb2f3986a1fea3fe8c5,2019-10-31
f315be41d9765d69ad60f0b4d29e4300,TA0007,T1120,Discovery,fe43bc385b30796f5e2d94dfa720903c70e66bc91dfdcfb2f3986a1fea3fe8c5,2019-10-31
f315be41d9765d69ad60f0b4d29e4300,TA0007,T1082,Discovery,fe43bc385b30796f5e2d94dfa720903c70e66bc91dfdcfb2f3986a1fea3fe8c5,2019-10-31
f315be41d9765d69ad60f0b4d29e4300,TA0011,T1071,Command and Control,fe43bc385b30796f5e2d94dfa720903c70e66bc91dfdcfb2f3986a1fea3fe8c5,2019-10-31
f315be41d9765d69ad60f0b4d29e4300,TA0011,T1573,Command and Control,fe43bc385b30796f5e2d94dfa720903c70e66bc91dfdcfb2f3986a1fea3fe8c5,2019-10-31
f315be41d9765d69ad60f0b4d29e4300,TA0005,T1497.001,Discovery,fe43bc385b30796f5e2d94dfa720903c70e66bc91dfdcfb2f3986a1fea3fe8c5,2019-10-31
f315be41d9765d69ad60f0b4d29e4300,TA0005,T1027.005,Defense Evasion,fe43bc385b30796f5e2d94dfa720903c70e66bc91dfdcfb2f3986a1fea3fe8c5,2019-10-31
f315be41d9765d69ad60f0b4d29e4300,TA0005,T1027,Defense Evasion,fe43bc385b30796f5e2d94dfa720903c70e66bc91dfdcfb2f3986a1fea3fe8c5,2019-10-31
f315be41d9765d69ad60f0b4d29e4300,TA0005,T1218.011,Defense Evasion,fe43bc385b30796f5e2d94dfa720903c70e66bc91dfdcfb2f3986a1fea3fe8c5,2019-10-31
f315be41d9765d69ad60f0b4d29e4300,TA0005,T1497,Discovery,fe43bc385b30796f5e2d94dfa720903c70e66bc91dfdcfb2f3986a1fea3fe8c5,2019-10-31
f315be41d9765d69ad60f0b4d29e4300,TA0006,T1056,Collection,fe43bc385b30796f5e2d94dfa720903c70e66bc91dfdcfb2f3986a1fea3fe8c5,2019-10-31
f315be41d9765d69ad60f0b4d29e4300,TA0002,T1129,Execution,fe43bc385b30796f5e2d94dfa720903c70e66bc91dfdcfb2f3986a1fea3fe8c5,2019-10-31
dc268b166fe4c1d1c8595dccf857c476,TA0002,T1129,Execution,49757cf85657757704656c079785c072bbc233cab942418d99d1f63d43f28359,2019-10-31
dc268b166fe4c1d1c8595dccf857c476,TA0005,T1027,Defense Evasion,49757cf85657757704656c079785c072bbc233cab942418d99d1f63d43f28359,2019-10-31
0893e206274cb98189d51a284c2a8c83,TA0003,T1543.003,Privilege Escalation,cd5ff67ff773cc60c98c35f9e9d514b597cbd148789547ba152ba67bfc0fec8f,2019-10-31
0893e206274cb98189d51a284c2a8c83,TA0002,T1129,Execution,cd5ff67ff773cc60c98c35f9e9d514b597cbd148789547ba152ba67bfc0fec8f,2019-10-31
0893e206274cb98189d51a284c2a8c83,TA0002,T1569.002,Execution,cd5ff67ff773cc60c98c35f9e9d514b597cbd148789547ba152ba67bfc0fec8f,2019-10-31
0893e206274cb98189d51a284c2a8c83,TA0002,T1106,Execution,cd5ff67ff773cc60c98c35f9e9d514b597cbd148789547ba152ba67bfc0fec8f,2019-10-31
0893e206274cb98189d51a284c2a8c83,TA0007,T1016,Discovery,cd5ff67ff773cc60c98c35f9e9d514b597cbd148789547ba152ba67bfc0fec8f,2019-10-31
0893e206274cb98189d51a284c2a8c83,TA0007,T1083,Discovery,cd5ff67ff773cc60c98c35f9e9d514b597cbd148789547ba152ba67bfc0fec8f,2019-10-31
0893e206274cb98189d51a284c2a8c83,TA0007,T1497.003,Discovery,cd5ff67ff773cc60c98c35f9e9d514b597cbd148789547ba152ba67bfc0fec8f,2019-10-31
0893e206274cb98189d51a284c2a8c83,TA0007,T1120,Discovery,cd5ff67ff773cc60c98c35f9e9d514b597cbd148789547ba152ba67bfc0fec8f,2019-10-31
0893e206274cb98189d51a284c2a8c83,TA0007,T1082,Discovery,cd5ff67ff773cc60c98c35f9e9d514b597cbd148789547ba152ba67bfc0fec8f,2019-10-31
0893e206274cb98189d51a284c2a8c83,TA0007,T1040,Discovery,cd5ff67ff773cc60c98c35f9e9d514b597cbd148789547ba152ba67bfc0fec8f,2019-10-31
0893e206274cb98189d51a284c2a8c83,TA0006,T1040,Discovery,cd5ff67ff773cc60c98c35f9e9d514b597cbd148789547ba152ba67bfc0fec8f,2019-10-31
0893e206274cb98189d51a284c2a8c83,TA0005,T1562.004,Defense Evasion,cd5ff67ff773cc60c98c35f9e9d514b597cbd148789547ba152ba67bfc0fec8f,2019-10-31
0893e206274cb98189d51a284c2a8c83,TA0005,T1564.003,Defense Evasion,cd5ff67ff773cc60c98c35f9e9d514b597cbd148789547ba152ba67bfc0fec8f,2019-10-31
0893e206274cb98189d51a284c2a8c83,TA0005,T1027,Defense Evasion,cd5ff67ff773cc60c98c35f9e9d514b597cbd148789547ba152ba67bfc0fec8f,2019-10-31
0893e206274cb98189d51a284c2a8c83,TA0005,T1497.003,Discovery,cd5ff67ff773cc60c98c35f9e9d514b597cbd148789547ba152ba67bfc0fec8f,2019-10-31
0893e206274cb98189d51a284c2a8c83,TA0004,T1543.003,Privilege Escalation,cd5ff67ff773cc60c98c35f9e9d514b597cbd148789547ba152ba67bfc0fec8f,2019-10-31
0ba6bb2ad05d86207b5303657e3f6874,TA0007,T1083,Discovery,7cf5d86cc75cd8f0e22e35213a9c051b740bd4667d9879a446f06277782bffd1,2019-09-09
0ba6bb2ad05d86207b5303657e3f6874,TA0007,T1082,Discovery,7cf5d86cc75cd8f0e22e35213a9c051b740bd4667d9879a446f06277782bffd1,2019-09-09
0ba6bb2ad05d86207b5303657e3f6874,TA0007,T1016,Discovery,7cf5d86cc75cd8f0e22e35213a9c051b740bd4667d9879a446f06277782bffd1,2019-09-09
0ba6bb2ad05d86207b5303657e3f6874,TA0002,T1129,Execution,7cf5d86cc75cd8f0e22e35213a9c051b740bd4667d9879a446f06277782bffd1,2019-09-09
0ba6bb2ad05d86207b5303657e3f6874,TA0005,T1027.005,Defense Evasion,7cf5d86cc75cd8f0e22e35213a9c051b740bd4667d9879a446f06277782bffd1,2019-09-09
0ba6bb2ad05d86207b5303657e3f6874,TA0005,T1027,Defense Evasion,7cf5d86cc75cd8f0e22e35213a9c051b740bd4667d9879a446f06277782bffd1,2019-09-09
8d9123cd2648020292b5c35edc9ae22e,TA0007,T1083,Discovery,a1260fd3e9221d1bc5b9ece6e7a5a98669c79e124453f2ac58625085759ed3bb,2019-09-09
8d9123cd2648020292b5c35edc9ae22e,TA0007,T1082,Discovery,a1260fd3e9221d1bc5b9ece6e7a5a98669c79e124453f2ac58625085759ed3bb,2019-09-09
8d9123cd2648020292b5c35edc9ae22e,TA0007,T1016,Discovery,a1260fd3e9221d1bc5b9ece6e7a5a98669c79e124453f2ac58625085759ed3bb,2019-09-09
8d9123cd2648020292b5c35edc9ae22e,TA0002,T1129,Execution,a1260fd3e9221d1bc5b9ece6e7a5a98669c79e124453f2ac58625085759ed3bb,2019-09-09
8d9123cd2648020292b5c35edc9ae22e,TA0005,T1027.005,Defense Evasion,a1260fd3e9221d1bc5b9ece6e7a5a98669c79e124453f2ac58625085759ed3bb,2019-09-09
8d9123cd2648020292b5c35edc9ae22e,TA0005,T1027,Defense Evasion,a1260fd3e9221d1bc5b9ece6e7a5a98669c79e124453f2ac58625085759ed3bb,2019-09-09
20183332c370b9d35d368083ecb74d22,TA0007,T1010,Discovery,3D311117D09F4A6AD300E471C2FB2B3C63344B1D,2020-11-16
20183332c370b9d35d368083ecb74d22,TA0007,T1082,Discovery,3D311117D09F4A6AD300E471C2FB2B3C63344B1D,2020-11-16
20183332c370b9d35d368083ecb74d22,TA0007,T1124,Discovery,3D311117D09F4A6AD300E471C2FB2B3C63344B1D,2020-11-16
20183332c370b9d35d368083ecb74d22,TA0007,T1057,Discovery,3D311117D09F4A6AD300E471C2FB2B3C63344B1D,2020-11-16
20183332c370b9d35d368083ecb74d22,TA0007,T1083,Discovery,3D311117D09F4A6AD300E471C2FB2B3C63344B1D,2020-11-16
20183332c370b9d35d368083ecb74d22,TA0007,T1497,Discovery,3D311117D09F4A6AD300E471C2FB2B3C63344B1D,2020-11-16
20183332c370b9d35d368083ecb74d22,TA0007,T1012,Discovery,3D311117D09F4A6AD300E471C2FB2B3C63344B1D,2020-11-16
20183332c370b9d35d368083ecb74d22,TA0007,T1518.001,Discovery,3D311117D09F4A6AD300E471C2FB2B3C63344B1D,2020-11-16
20183332c370b9d35d368083ecb74d22,TA0007,T1018,Discovery,3D311117D09F4A6AD300E471C2FB2B3C63344B1D,2020-11-16
20183332c370b9d35d368083ecb74d22,TA0007,T1518,Discovery,3D311117D09F4A6AD300E471C2FB2B3C63344B1D,2020-11-16
20183332c370b9d35d368083ecb74d22,TA0011,T1105,Command and Control,3D311117D09F4A6AD300E471C2FB2B3C63344B1D,2020-11-16
20183332c370b9d35d368083ecb74d22,TA0011,T1095,Command and Control,3D311117D09F4A6AD300E471C2FB2B3C63344B1D,2020-11-16
20183332c370b9d35d368083ecb74d22,TA0011,T1071,Command and Control,3D311117D09F4A6AD300E471C2FB2B3C63344B1D,2020-11-16
20183332c370b9d35d368083ecb74d22,TA0005,T1055,Defense Evasion,3D311117D09F4A6AD300E471C2FB2B3C63344B1D,2020-11-16
20183332c370b9d35d368083ecb74d22,TA0005,T1027,Defense Evasion,3D311117D09F4A6AD300E471C2FB2B3C63344B1D,2020-11-16
20183332c370b9d35d368083ecb74d22,TA0005,T1497,Discovery,3D311117D09F4A6AD300E471C2FB2B3C63344B1D,2020-11-16
20183332c370b9d35d368083ecb74d22,TA0005,T1036,Defense Evasion,3D311117D09F4A6AD300E471C2FB2B3C63344B1D,2020-11-16
20183332c370b9d35d368083ecb74d22,TA0005,T1027.002,Defense Evasion,3D311117D09F4A6AD300E471C2FB2B3C63344B1D,2020-11-16
20183332c370b9d35d368083ecb74d22,TA0004,T1055,Defense Evasion,3D311117D09F4A6AD300E471C2FB2B3C63344B1D,2020-11-16
4a4662e73ab3a2c37e10dbe41e195041,TA0003,T1574.002,Defense Evasion,3ABFEC6FC3445759730789D4322B0BE73DC695C7,2020-11-16
4a4662e73ab3a2c37e10dbe41e195041,TA0007,T1010,Discovery,3ABFEC6FC3445759730789D4322B0BE73DC695C7,2020-11-16
4a4662e73ab3a2c37e10dbe41e195041,TA0007,T1082,Discovery,3ABFEC6FC3445759730789D4322B0BE73DC695C7,2020-11-16
4a4662e73ab3a2c37e10dbe41e195041,TA0007,T1124,Discovery,3ABFEC6FC3445759730789D4322B0BE73DC695C7,2020-11-16
4a4662e73ab3a2c37e10dbe41e195041,TA0007,T1057,Discovery,3ABFEC6FC3445759730789D4322B0BE73DC695C7,2020-11-16
4a4662e73ab3a2c37e10dbe41e195041,TA0007,T1083,Discovery,3ABFEC6FC3445759730789D4322B0BE73DC695C7,2020-11-16
4a4662e73ab3a2c37e10dbe41e195041,TA0007,T1497,Discovery,3ABFEC6FC3445759730789D4322B0BE73DC695C7,2020-11-16
4a4662e73ab3a2c37e10dbe41e195041,TA0007,T1012,Discovery,3ABFEC6FC3445759730789D4322B0BE73DC695C7,2020-11-16
4a4662e73ab3a2c37e10dbe41e195041,TA0007,T1518.001,Discovery,3ABFEC6FC3445759730789D4322B0BE73DC695C7,2020-11-16
4a4662e73ab3a2c37e10dbe41e195041,TA0007,T1018,Discovery,3ABFEC6FC3445759730789D4322B0BE73DC695C7,2020-11-16
4a4662e73ab3a2c37e10dbe41e195041,TA0007,T1518,Discovery,3ABFEC6FC3445759730789D4322B0BE73DC695C7,2020-11-16
4a4662e73ab3a2c37e10dbe41e195041,TA0011,T1105,Command and Control,3ABFEC6FC3445759730789D4322B0BE73DC695C7,2020-11-16
4a4662e73ab3a2c37e10dbe41e195041,TA0011,T1095,Command and Control,3ABFEC6FC3445759730789D4322B0BE73DC695C7,2020-11-16
4a4662e73ab3a2c37e10dbe41e195041,TA0011,T1071,Command and Control,3ABFEC6FC3445759730789D4322B0BE73DC695C7,2020-11-16
4a4662e73ab3a2c37e10dbe41e195041,TA0005,T1055,Defense Evasion,3ABFEC6FC3445759730789D4322B0BE73DC695C7,2020-11-16
4a4662e73ab3a2c37e10dbe41e195041,TA0005,T1027,Defense Evasion,3ABFEC6FC3445759730789D4322B0BE73DC695C7,2020-11-16
4a4662e73ab3a2c37e10dbe41e195041,TA0005,T1497,Discovery,3ABFEC6FC3445759730789D4322B0BE73DC695C7,2020-11-16
4a4662e73ab3a2c37e10dbe41e195041,TA0005,T1574.002,Defense Evasion,3ABFEC6FC3445759730789D4322B0BE73DC695C7,2020-11-16
4a4662e73ab3a2c37e10dbe41e195041,TA0005,T1036,Defense Evasion,3ABFEC6FC3445759730789D4322B0BE73DC695C7,2020-11-16
4a4662e73ab3a2c37e10dbe41e195041,TA0005,T1027.002,Defense Evasion,3ABFEC6FC3445759730789D4322B0BE73DC695C7,2020-11-16
4a4662e73ab3a2c37e10dbe41e195041,TA0004,T1055,Defense Evasion,3ABFEC6FC3445759730789D4322B0BE73DC695C7,2020-11-16
4a4662e73ab3a2c37e10dbe41e195041,TA0004,T1574.002,Defense Evasion,3ABFEC6FC3445759730789D4322B0BE73DC695C7,2020-11-16
b1dd2c73b3c13a147828f7bb4389d241,TA0002,T1129,Execution,0fc12e03ee93d19003b2dd7117a66a3da03bd6177ac6eb396ed52a40be913db6,2020-08-19
b1dd2c73b3c13a147828f7bb4389d241,TA0007,T1124,Discovery,0fc12e03ee93d19003b2dd7117a66a3da03bd6177ac6eb396ed52a40be913db6,2020-08-19
b1dd2c73b3c13a147828f7bb4389d241,TA0007,T1082,Discovery,0fc12e03ee93d19003b2dd7117a66a3da03bd6177ac6eb396ed52a40be913db6,2020-08-19
b1dd2c73b3c13a147828f7bb4389d241,TA0007,T1016,Discovery,0fc12e03ee93d19003b2dd7117a66a3da03bd6177ac6eb396ed52a40be913db6,2020-08-19
b1dd2c73b3c13a147828f7bb4389d241,TA0005,T1036,Defense Evasion,0fc12e03ee93d19003b2dd7117a66a3da03bd6177ac6eb396ed52a40be913db6,2020-08-19
b1dd2c73b3c13a147828f7bb4389d241,TA0005,T1218.011,Defense Evasion,0fc12e03ee93d19003b2dd7117a66a3da03bd6177ac6eb396ed52a40be913db6,2020-08-19
b1dd2c73b3c13a147828f7bb4389d241,TA0005,T1027,Defense Evasion,0fc12e03ee93d19003b2dd7117a66a3da03bd6177ac6eb396ed52a40be913db6,2020-08-19
e7aa0237fc3db67a96ebd877806a2c88,TA0003,T1574.002,Defense Evasion,6a3446b8a47f0ab4f536015218b22653fff8b18c595fbc5b0c09d857eba7c7a1,2020-08-19
e7aa0237fc3db67a96ebd877806a2c88,TA0002,T1203,Execution,6a3446b8a47f0ab4f536015218b22653fff8b18c595fbc5b0c09d857eba7c7a1,2020-08-19
e7aa0237fc3db67a96ebd877806a2c88,TA0007,T1083,Discovery,6a3446b8a47f0ab4f536015218b22653fff8b18c595fbc5b0c09d857eba7c7a1,2020-08-19
e7aa0237fc3db67a96ebd877806a2c88,TA0007,T1018,Discovery,6a3446b8a47f0ab4f536015218b22653fff8b18c595fbc5b0c09d857eba7c7a1,2020-08-19
e7aa0237fc3db67a96ebd877806a2c88,TA0007,T1012,Discovery,6a3446b8a47f0ab4f536015218b22653fff8b18c595fbc5b0c09d857eba7c7a1,2020-08-19
e7aa0237fc3db67a96ebd877806a2c88,TA0007,T1082,Discovery,6a3446b8a47f0ab4f536015218b22653fff8b18c595fbc5b0c09d857eba7c7a1,2020-08-19
e7aa0237fc3db67a96ebd877806a2c88,TA0011,T1095,Command and Control,6a3446b8a47f0ab4f536015218b22653fff8b18c595fbc5b0c09d857eba7c7a1,2020-08-19
e7aa0237fc3db67a96ebd877806a2c88,TA0011,T1071,Command and Control,6a3446b8a47f0ab4f536015218b22653fff8b18c595fbc5b0c09d857eba7c7a1,2020-08-19
e7aa0237fc3db67a96ebd877806a2c88,TA0011,T1573,Command and Control,6a3446b8a47f0ab4f536015218b22653fff8b18c595fbc5b0c09d857eba7c7a1,2020-08-19
e7aa0237fc3db67a96ebd877806a2c88,TA0005,T1055,Defense Evasion,6a3446b8a47f0ab4f536015218b22653fff8b18c595fbc5b0c09d857eba7c7a1,2020-08-19
e7aa0237fc3db67a96ebd877806a2c88,TA0005,T1218.011,Defense Evasion,6a3446b8a47f0ab4f536015218b22653fff8b18c595fbc5b0c09d857eba7c7a1,2020-08-19
e7aa0237fc3db67a96ebd877806a2c88,TA0005,T1574.002,Defense Evasion,6a3446b8a47f0ab4f536015218b22653fff8b18c595fbc5b0c09d857eba7c7a1,2020-08-19
e7aa0237fc3db67a96ebd877806a2c88,TA0005,T1036,Defense Evasion,6a3446b8a47f0ab4f536015218b22653fff8b18c595fbc5b0c09d857eba7c7a1,2020-08-19
e7aa0237fc3db67a96ebd877806a2c88,TA0005,T1055.011,Defense Evasion,6a3446b8a47f0ab4f536015218b22653fff8b18c595fbc5b0c09d857eba7c7a1,2020-08-19
e7aa0237fc3db67a96ebd877806a2c88,TA0004,T1055.011,Defense Evasion,6a3446b8a47f0ab4f536015218b22653fff8b18c595fbc5b0c09d857eba7c7a1,2020-08-19
e7aa0237fc3db67a96ebd877806a2c88,TA0004,T1055,Defense Evasion,6a3446b8a47f0ab4f536015218b22653fff8b18c595fbc5b0c09d857eba7c7a1,2020-08-19
e7aa0237fc3db67a96ebd877806a2c88,TA0004,T1574.002,Defense Evasion,6a3446b8a47f0ab4f536015218b22653fff8b18c595fbc5b0c09d857eba7c7a1,2020-08-19
56470e113479eacda081c2eeead153bf,TA0003,T1574.002,Defense Evasion,7933716892e0d6053057f5f2df0ccadf5b06dc739fea79ee533dd0cec98ca971,2020-08-19
56470e113479eacda081c2eeead153bf,TA0002,T1203,Execution,7933716892e0d6053057f5f2df0ccadf5b06dc739fea79ee533dd0cec98ca971,2020-08-19
56470e113479eacda081c2eeead153bf,TA0007,T1083,Discovery,7933716892e0d6053057f5f2df0ccadf5b06dc739fea79ee533dd0cec98ca971,2020-08-19
56470e113479eacda081c2eeead153bf,TA0007,T1018,Discovery,7933716892e0d6053057f5f2df0ccadf5b06dc739fea79ee533dd0cec98ca971,2020-08-19
56470e113479eacda081c2eeead153bf,TA0007,T1012,Discovery,7933716892e0d6053057f5f2df0ccadf5b06dc739fea79ee533dd0cec98ca971,2020-08-19
56470e113479eacda081c2eeead153bf,TA0007,T1082,Discovery,7933716892e0d6053057f5f2df0ccadf5b06dc739fea79ee533dd0cec98ca971,2020-08-19
56470e113479eacda081c2eeead153bf,TA0011,T1095,Command and Control,7933716892e0d6053057f5f2df0ccadf5b06dc739fea79ee533dd0cec98ca971,2020-08-19
56470e113479eacda081c2eeead153bf,TA0011,T1071,Command and Control,7933716892e0d6053057f5f2df0ccadf5b06dc739fea79ee533dd0cec98ca971,2020-08-19
56470e113479eacda081c2eeead153bf,TA0011,T1573,Command and Control,7933716892e0d6053057f5f2df0ccadf5b06dc739fea79ee533dd0cec98ca971,2020-08-19
56470e113479eacda081c2eeead153bf,TA0005,T1036,Defense Evasion,7933716892e0d6053057f5f2df0ccadf5b06dc739fea79ee533dd0cec98ca971,2020-08-19
56470e113479eacda081c2eeead153bf,TA0005,T1055.011,Defense Evasion,7933716892e0d6053057f5f2df0ccadf5b06dc739fea79ee533dd0cec98ca971,2020-08-19
56470e113479eacda081c2eeead153bf,TA0005,T1055,Defense Evasion,7933716892e0d6053057f5f2df0ccadf5b06dc739fea79ee533dd0cec98ca971,2020-08-19
56470e113479eacda081c2eeead153bf,TA0005,T1574.002,Defense Evasion,7933716892e0d6053057f5f2df0ccadf5b06dc739fea79ee533dd0cec98ca971,2020-08-19
56470e113479eacda081c2eeead153bf,TA0004,T1055.011,Defense Evasion,7933716892e0d6053057f5f2df0ccadf5b06dc739fea79ee533dd0cec98ca971,2020-08-19
56470e113479eacda081c2eeead153bf,TA0004,T1055,Defense Evasion,7933716892e0d6053057f5f2df0ccadf5b06dc739fea79ee533dd0cec98ca971,2020-08-19
56470e113479eacda081c2eeead153bf,TA0004,T1574.002,Defense Evasion,7933716892e0d6053057f5f2df0ccadf5b06dc739fea79ee533dd0cec98ca971,2020-08-19
6c2d15114ebdd910a336b6b147512a74,TA0002,T1129,Execution,58027c80c6502327863ddca28c31d352e5707f5903340b9e6ccc0997fcb9631d,2020-08-19
6c2d15114ebdd910a336b6b147512a74,TA0007,T1057,Discovery,58027c80c6502327863ddca28c31d352e5707f5903340b9e6ccc0997fcb9631d,2020-08-19
6c2d15114ebdd910a336b6b147512a74,TA0007,T1016,Discovery,58027c80c6502327863ddca28c31d352e5707f5903340b9e6ccc0997fcb9631d,2020-08-19
6c2d15114ebdd910a336b6b147512a74,TA0007,T1083,Discovery,58027c80c6502327863ddca28c31d352e5707f5903340b9e6ccc0997fcb9631d,2020-08-19
6c2d15114ebdd910a336b6b147512a74,TA0007,T1012,Discovery,58027c80c6502327863ddca28c31d352e5707f5903340b9e6ccc0997fcb9631d,2020-08-19
6c2d15114ebdd910a336b6b147512a74,TA0007,T1124,Discovery,58027c80c6502327863ddca28c31d352e5707f5903340b9e6ccc0997fcb9631d,2020-08-19
6c2d15114ebdd910a336b6b147512a74,TA0007,T1082,Discovery,58027c80c6502327863ddca28c31d352e5707f5903340b9e6ccc0997fcb9631d,2020-08-19
6c2d15114ebdd910a336b6b147512a74,TA0007,T1518,Discovery,58027c80c6502327863ddca28c31d352e5707f5903340b9e6ccc0997fcb9631d,2020-08-19
6c2d15114ebdd910a336b6b147512a74,TA0005,T1036,Defense Evasion,58027c80c6502327863ddca28c31d352e5707f5903340b9e6ccc0997fcb9631d,2020-08-19
6c2d15114ebdd910a336b6b147512a74,TA0005,T1027,Defense Evasion,58027c80c6502327863ddca28c31d352e5707f5903340b9e6ccc0997fcb9631d,2020-08-19
