704d491c155aad996f16377a35732cb4,T1497.001,0
704d491c155aad996f16377a35732cb4,T1057,0
704d491c155aad996f16377a35732cb4,T1016,0
704d491c155aad996f16377a35732cb4,T1083,0
704d491c155aad996f16377a35732cb4,T1082,0
704d491c155aad996f16377a35732cb4,T1518,1
704d491c155aad996f16377a35732cb4,T1071,0
704d491c155aad996f16377a35732cb4,T1571,0
704d491c155aad996f16377a35732cb4,T1573,0
704d491c155aad996f16377a35732cb4,T1129,0
704d491c155aad996f16377a35732cb4,T1113,0
704d491c155aad996f16377a35732cb4,T1497.001,0
704d491c155aad996f16377a35732cb4,T1027,0
704d491c155aad996f16377a35732cb4,T1070.006,1
1c53e7269fe9d84c6df0a25ba59b822c,T1082,0
1c53e7269fe9d84c6df0a25ba59b822c,T1218.011,0
1c53e7269fe9d84c6df0a25ba59b822c,T1027.005,0
1c53e7269fe9d84c6df0a25ba59b822c,T1027,0
1c53e7269fe9d84c6df0a25ba59b822c,T1055,0
1c53e7269fe9d84c6df0a25ba59b822c,T1055,0
1c53e7269fe9d84c6df0a25ba59b822c,T1129,0
ef9db20ab0eebf0b7c55af4ec0b7bced,T1497,0
ef9db20ab0eebf0b7c55af4ec0b7bced,T1082,0
ef9db20ab0eebf0b7c55af4ec0b7bced,T1016,0
ef9db20ab0eebf0b7c55af4ec0b7bced,T1573,0
ef9db20ab0eebf0b7c55af4ec0b7bced,T1071,0
ef9db20ab0eebf0b7c55af4ec0b7bced,T1497,0
ef9db20ab0eebf0b7c55af4ec0b7bced,T1005,0
77b50bb476a85a7aa30c962a389838aa,T1016,0
77b50bb476a85a7aa30c962a389838aa,T1083,0
77b50bb476a85a7aa30c962a389838aa,T1497,0
77b50bb476a85a7aa30c962a389838aa,T1124,0
77b50bb476a85a7aa30c962a389838aa,T1082,0
77b50bb476a85a7aa30c962a389838aa,T1095,0
77b50bb476a85a7aa30c962a389838aa,T1071,0
77b50bb476a85a7aa30c962a389838aa,T1573,0
77b50bb476a85a7aa30c962a389838aa,T1027.005,0
77b50bb476a85a7aa30c962a389838aa,T1497,0
77b50bb476a85a7aa30c962a389838aa,T1027,0
77b50bb476a85a7aa30c962a389838aa,T1005,0
77b50bb476a85a7aa30c962a389838aa,T1129,0
ca67f84d5a4ac1459934128442c53b03,T1497.001,0
ca67f84d5a4ac1459934128442c53b03,T1082,0
ca67f84d5a4ac1459934128442c53b03,T1518,1
ca67f84d5a4ac1459934128442c53b03,T1057,0
ca67f84d5a4ac1459934128442c53b03,T1218.011,0
ca67f84d5a4ac1459934128442c53b03,T1497.001,0
ca67f84d5a4ac1459934128442c53b03,T1055,0
ca67f84d5a4ac1459934128442c53b03,T1055,0
ca67f84d5a4ac1459934128442c53b03,T1129,0
3229a6cea658b1b3ca5ca9ad7b40d8d4,T1546.001,1
3229a6cea658b1b3ca5ca9ad7b40d8d4,T1129,0
3229a6cea658b1b3ca5ca9ad7b40d8d4,T1005,0
3229a6cea658b1b3ca5ca9ad7b40d8d4,T1124,0
3229a6cea658b1b3ca5ca9ad7b40d8d4,T1614.001,1
3229a6cea658b1b3ca5ca9ad7b40d8d4,T1016,0
3229a6cea658b1b3ca5ca9ad7b40d8d4,T1546.001,1
6ab301fc3296e1ceb140bf5d294894c5,T1129,0
6ab301fc3296e1ceb140bf5d294894c5,T1005,0
6ab301fc3296e1ceb140bf5d294894c5,T1124,0
6ab301fc3296e1ceb140bf5d294894c5,T1016,0
6ab301fc3296e1ceb140bf5d294894c5,T1036.005,0
10b28da8eefac62ce282154f273b3e34,T1543.003,0
10b28da8eefac62ce282154f273b3e34,T1569.002,3
10b28da8eefac62ce282154f273b3e34,T1497.001,0
10b28da8eefac62ce282154f273b3e34,T1082,0
10b28da8eefac62ce282154f273b3e34,T1518,1
10b28da8eefac62ce282154f273b3e34,T1057,0
10b28da8eefac62ce282154f273b3e34,T1497.001,0
10b28da8eefac62ce282154f273b3e34,T1036.005,0
10b28da8eefac62ce282154f273b3e34,T1543.003,0
bfb41bc0c3856aa0a81a5256b7b8da51,T1082,0
bf474b8acd55380b1169bb949d60e9e4,T1543.003,0
bf474b8acd55380b1169bb949d60e9e4,T1497.001,0
bf474b8acd55380b1169bb949d60e9e4,T1057,0
bf474b8acd55380b1169bb949d60e9e4,T1518,1
bf474b8acd55380b1169bb949d60e9e4,T1082,0
bf474b8acd55380b1169bb949d60e9e4,T1036,0
bf474b8acd55380b1169bb949d60e9e4,T1497.001,0
bf474b8acd55380b1169bb949d60e9e4,T1055,0
bf474b8acd55380b1169bb949d60e9e4,T1036.005,0
bf474b8acd55380b1169bb949d60e9e4,T1543.003,0
bf474b8acd55380b1169bb949d60e9e4,T1055,0
bf474b8acd55380b1169bb949d60e9e4,T1569.002,3
60294c426865b38fde7c5031afc4e453,T1497.001,0
60294c426865b38fde7c5031afc4e453,T1057,0
60294c426865b38fde7c5031afc4e453,T1083,0
60294c426865b38fde7c5031afc4e453,T1082,0
60294c426865b38fde7c5031afc4e453,T1518,1
60294c426865b38fde7c5031afc4e453,T1497.001,0
60294c426865b38fde7c5031afc4e453,T1055,0
60294c426865b38fde7c5031afc4e453,T1027.005,0
60294c426865b38fde7c5031afc4e453,T1027,0
60294c426865b38fde7c5031afc4e453,T1218.011,0
60294c426865b38fde7c5031afc4e453,T1055,0
60294c426865b38fde7c5031afc4e453,T1129,0
00b0cfb59b088b247c97c8fed383c115,T1518.001,0
00b0cfb59b088b247c97c8fed383c115,T1083,0
00b0cfb59b088b247c97c8fed383c115,T1497,0
00b0cfb59b088b247c97c8fed383c115,T1082,0
00b0cfb59b088b247c97c8fed383c115,T1218.011,0
00b0cfb59b088b247c97c8fed383c115,T1027.005,0
00b0cfb59b088b247c97c8fed383c115,T1497,0
00b0cfb59b088b247c97c8fed383c115,T1027,0
00b0cfb59b088b247c97c8fed383c115,T1129,0
aa7924157b77dd1ff749d474f3062f90,T1129,0
aa7924157b77dd1ff749d474f3062f90,T1497.001,0
aa7924157b77dd1ff749d474f3062f90,T1082,0
aa7924157b77dd1ff749d474f3062f90,T1518,1
aa7924157b77dd1ff749d474f3062f90,T1057,0
aa7924157b77dd1ff749d474f3062f90,T1497.001,0
9722bc9e0efb4214116066d1ff14094c,T1018,0
9722bc9e0efb4214116066d1ff14094c,T1497,0
9722bc9e0efb4214116066d1ff14094c,T1518.001,0
9722bc9e0efb4214116066d1ff14094c,T1082,0
