Hash,Tactic,Score
T1005,179
T1007,61
T1010,29
T1012,100
T1016,234
T1018,78
T1027,302
T1027/002,86
T1027/005,17
T1033,196
T1036,45
T1036/005,158
T1037/005,1
T1040,15
T1055,63
T1055/001,59
T1055/003,3
T1055/011,2
T1056,6
T1056/001,132
T1056/004,11
T1057,251
T1059,33
T1059/001,166
T1059/003,316
T1064,316
T1070/004,239
T1070/006,43
T1071,12
T1082,346
T1083,289
T1087,4
T1087/001,50
T1091,23
T1095,69
T1105,419
T1106,164
T1112,142
T1113,141
Hash,Tactic,Score
